"","ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","annotation","protein_id","deleteok","gen_acr","old_locus","Description","GO.IDs","GO.Names","Enzyme.Codes","Enzyme.Names","InterPro.IDs","InterPro.GO.IDs","InterPro.GO.Names"
"1025","NIS_RS05535",1084.11704906586,-1.1093657655692,0.334494081277296,-3.31654826696182,0.000911368434147296,0.00661559155602596,1750,"  16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH","  WP_012082402.1"," transl_table 11","  rsmH","NIS_1029","16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH","C:GO:0005737; P:GO:0070475; F:GO:0071424","C:cytoplasm; P:rRNA base methylation; F:rRNA (cytosine-N4-)-methyltransferase activity","","",NA,NA,NA
"1032","NIS_RS05570",840.26813249959,-1.94626052623587,0.409370700759285,-4.75427411543136,1.99160671304274e-06,5.71793173701111e-05,1753,"  peptide chain release factor N(5)-glutamine methyltransferase","  WP_012082409.1"," transl_table 11","  prmC","NIS_1036","peptide chain release factor N(5)-glutamine methyltransferase","F:GO:0003676; P:GO:0006479; F:GO:0008276; F:GO:0102559","F:nucleic acid binding; P:protein methylation; F:protein methyltransferase activity; F:protein-(glutamine-N5) methyltransferase activity","EC:2.1.1.297","Peptide chain release factor N(5)-glutamine methyltransferase",NA,NA,NA
"1059","NIS_RS05710",491.005867229329,-1.45468096620277,0.354460056441133,-4.10393481513299,4.06181953013578e-05,0.000609580643121135,850,"  SAM-dependent methyltransferase","  WP_012082436.1"," transl_table 11"," ","NIS_1063","SAM-dependent methyltransferase, MidA family","F:GO:0008168; P:GO:0032259","F:methyltransferase activity; P:methylation","","",NA,NA,NA
"1060","NIS_RS05715",861.431614165913,-1.06972082412493,0.326407554842548,-3.27725510103755,0.00104821618063653,0.00732906042860232,851,"  TolC family protein","  WP_012082437.1"," transl_table 11"," ","NIS_1064","Outer membrane protein","F:GO:0015562; P:GO:0055085","F:efflux transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"1070","NIS_RS05775",1787.22408682965,-1.14851500297015,0.40525187343849,-2.83407697347627,0.00459582605710521,0.0225080977561376,864,"  PAS domain-containing protein","  WP_012082448.1"," transl_table 11"," ","NIS_1076","PAS domain S-box protein","F:GO:0000155; F:GO:0000156; P:GO:0000160; C:GO:0005737; P:GO:0006935; F:GO:0008757; F:GO:0008984; P:GO:0023014","F:phosphorelay sensor kinase activity; F:phosphorelay response regulator activity; P:phosphorelay signal transduction system; C:cytoplasm; P:chemotaxis; F:S-adenosylmethionine-dependent methyltransferase activity; F:protein-glutamate methylesterase activity; P:signal transduction by protein phosphorylation","EC:2.7.13.3; EC:3.1.1.61; EC:3.1.1.1","Histidine kinase; Protein-glutamate methylesterase; Carboxylesterase",NA,NA,NA
"1082","NIS_RS05835",708.547361974381,-1.75131401850941,0.310645893836744,-5.63765384721225,1.72382578114928e-08,1.31342264325259e-06,873,"  pyridoxine 5'-phosphate synthase","  WP_012082458.1"," transl_table 11"," ","NIS_1086","pyridoxine 5'-phosphate synthase","C:GO:0005737; P:GO:0008615; F:GO:0033856","C:cytoplasm; P:pyridoxine biosynthetic process; F:pyridoxine 5'-phosphate synthase activity","EC:2.6.99.2","Pyridoxine 5'-phosphate synthase",NA,NA,NA
"1083","NIS_RS05840",462.956774917483,-1.77936825662204,0.359760974121785,-4.94597353413797,7.57642529941499e-07,2.58774112381743e-05,1764,"  4-hydroxythreonine-4-phosphate dehydrogenase","  WP_012082459.1"," transl_table 11","  pdxA","NIS_1087","4-hydroxythreonine-4-phosphate dehydrogenase","F:GO:0000287; C:GO:0005737; F:GO:0008270; P:GO:0008615; P:GO:0042823; F:GO:0050570; F:GO:0050897; F:GO:0051287; P:GO:0055114","F:magnesium ion binding; C:cytoplasm; F:zinc ion binding; P:pyridoxine biosynthetic process; P:pyridoxal phosphate biosynthetic process; F:4-hydroxythreonine-4-phosphate dehydrogenase activity; F:cobalt ion binding; F:NAD binding; P:oxidation-reduction process","EC:1.1.1.262","4-hydroxythreonine-4-phosphate dehydrogenase",NA,NA,NA
"1084","NIS_RS05845",150.903003933545,-1.1577471425296,0.39127751658287,-2.95889002935948,0.00308749259244844,0.016441728025915,874,"  MTH1187 family thiamine-binding protein","  WP_012082460.1"," transl_table 11"," ","NIS_1088","MTH1187 family thiamine-binding protein","","","","",NA,NA,NA
"1100","NIS_RS05930",588.668195168727,-1.8186326564281,0.376392285752915,-4.83174795357509,1.35339525666495e-06,4.25567619595757e-05,1768,"  bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","  WP_012082476.1"," transl_table 11","  coaBC","NIS_1104","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","F:GO:0004632; F:GO:0004633; F:GO:0010181; P:GO:0015937; P:GO:0015941","F:phosphopantothenate--cysteine ligase activity; F:phosphopantothenoylcysteine decarboxylase activity; F:FMN binding; P:coenzyme A biosynthetic process; P:pantothenate catabolic process","EC:4.1.1.36; EC:6.3.2.5","Phosphopantothenoylcysteine decarboxylase; Phosphopantothenate--cysteine ligase (CTP)",NA,NA,NA
"1101","NIS_RS05935",241.780034904771,-1.34951097514505,0.411752551164641,-3.27748054341853,0.00104737948644978,0.00732906042860232,888,"  di-trans,poly-cis-decaprenylcistransferase","  WP_012082477.1"," transl_table 11"," ","NIS_1105","undecaprenyl diphosphate synthase","F:GO:0000287; F:GO:0004659","F:magnesium ion binding; F:prenyltransferase activity","","",NA,NA,NA
"1102","NIS_RS05940",154.217723713394,-1.60610663498225,0.533275387246534,-3.01177716690635,0.0025972317626662,0.0144932848502584,889,"  prepilin peptidase","  WP_012082478.1"," transl_table 11"," ","NIS_1106","prepilin peptidase","F:GO:0004190; P:GO:0006508; F:GO:0008168; C:GO:0016021; P:GO:0032259","F:aspartic-type endopeptidase activity; P:proteolysis; F:methyltransferase activity; C:integral component of membrane; P:methylation","EC:3.4.23","Acting on peptide bonds (peptidases)",NA,NA,NA
"1103","NIS_RS05945",91.1629511147805,-2.461354570498,0.555662975491676,-4.42958174119857,9.44160223344434e-06,0.000197462442037887,890,"  LptF/LptG family permease","  WP_012082479.1"," transl_table 11"," ","NIS_1107","LptF/LptG family permease","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1109","NIS_RS05975",822.326351647907,-1.51860318927754,0.395638397055439,-3.83836149519316,0.000123858046670045,0.00146049280031761,894,"  flippase-like domain-containing protein","  WP_012082485.1"," transl_table 11"," ","NIS_1113","flippase-like domain-containing protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1110","NIS_RS05980",10016.3123188897,-1.50285719828617,0.357552610815238,-4.20317780608448,2.63193682736991e-05,0.000439527360032863,895,"  metal-dependent hydrolase","  WP_012082486.1"," transl_table 11"," ","NIS_1114","metal-dependent hydrolase","F:GO:0004038","F:allantoinase activity","EC:3.5.2.5","Allantoinase",NA,NA,NA
"1114","NIS_RS06000",383.449822116946,-2.10119254417219,0.42282931584157,-4.96936344158191,6.71730590015196e-07,2.46425610892612e-05,1772,"  peptide-methionine (S)-S-oxide reductase MsrA","  WP_012082490.1"," transl_table 11","  msrA","NIS_1118","peptide-methionine (S)-S-oxide reductase MsrA","P:GO:0006464; F:GO:0008113; P:GO:0055114","P:cellular protein modification process; F:peptide-methionine (S)-S-oxide reductase activity; P:oxidation-reduction process","EC:1.8.4.11","Peptide-methionine (S)-S-oxide reductase",NA,NA,NA
"1115","NIS_RS06005",90.3756728241382,-1.86388470609498,0.546714459471439,-3.40924713770508,0.000651424368919422,0.0051618866993175,898,"  hypothetical protein","  WP_041354037.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","NIS_RS06235",283.583109310828,-1.12813461977343,0.326544847536424,-3.45476166071674,0.00055077947886504,0.00462328028657477,933,"  DNA polymerase III subunit delta","  WP_012082535.1"," transl_table 11"," ","NIS_1163","DNA polymerase III subunit delta","F:GO:0003677; F:GO:0003887; P:GO:0006260; C:GO:0009360; P:GO:0071897","F:DNA binding; F:DNA-directed DNA polymerase activity; P:DNA replication; C:DNA polymerase III complex; P:DNA biosynthetic process","EC:2.7.7.7","DNA-directed DNA polymerase",NA,NA,NA
"1174","NIS_RS06300",662.105332543198,-1.53979004284686,0.395190632765775,-3.89632221814193,9.76644373820899e-05,0.001209207815337,943,"  CvpA family protein","  WP_012082548.1"," transl_table 11"," ","NIS_1176","CvpA family protein","P:GO:0009403; C:GO:0016021","P:toxin biosynthetic process; C:integral component of membrane","","",NA,NA,NA
"1175","NIS_RS06305",1115.18251253894,-1.80310293621912,0.478033312991224,-3.77191900065806,0.000161996848226277,0.00185500437188587,1787,"  lysine--tRNA ligase","  WP_041354270.1"," transl_table 11","  lysS","NIS_1177","lysine--tRNA ligase","F:GO:0000287; F:GO:0003676; F:GO:0004824; F:GO:0005524; C:GO:0005737; P:GO:0006430","F:magnesium ion binding; F:nucleic acid binding; F:lysine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:lysyl-tRNA aminoacylation","EC:6.1.1.6","Lysine--tRNA ligase",NA,NA,NA
"1176","NIS_RS06310",1938.66261423448,-1.4828726346984,0.513802385768123,-2.88607580613224,0.00390078189596345,0.0198608089752771,944,"  serine hydroxymethyltransferase","  WP_012082550.1"," transl_table 11"," ","NIS_1178","serine hydroxymethyltransferase","F:GO:0004372; C:GO:0005737; F:GO:0008168; P:GO:0019264; F:GO:0030170; P:GO:0032259; P:GO:0035999","F:glycine hydroxymethyltransferase activity; C:cytoplasm; F:methyltransferase activity; P:glycine biosynthetic process from serine; F:pyridoxal phosphate binding; P:methylation; P:tetrahydrofolate interconversion","EC:2.1.2.1","Glycine hydroxymethyltransferase",NA,NA,NA
"1179","NIS_RS06325",315.993268865793,-1.40517769845836,0.381913310226476,-3.6793106205832,0.000233865280893985,0.00253162361448626,947,"  shikimate dehydrogenase","  WP_012082553.1"," transl_table 11"," ","NIS_1181","shikimate dehydrogenase","F:GO:0004764; P:GO:0009073; P:GO:0009423; P:GO:0019632; F:GO:0050661; P:GO:0055114","F:shikimate 3-dehydrogenase (NADP+) activity; P:aromatic amino acid family biosynthetic process; P:chorismate biosynthetic process; P:shikimate metabolic process; F:NADP binding; P:oxidation-reduction process","EC:1.1.1.25; EC:1.1.1.282","Shikimate dehydrogenase; Quinate/shikimate dehydrogenase",NA,NA,NA
"1185","NIS_RS06360",13060.4322380685,-1.51357778773593,0.288481326695741,-5.24670974399772,1.54839550663112e-07,7.30326547294344e-06,1790,"  cytochrome c biogenesis protein CcsA","  WP_012082559.1"," transl_table 11","  ccsA","NIS_1187","cytochrome c biogenesis protein","C:GO:0016021; P:GO:0017004; F:GO:0020037","C:integral component of membrane; P:cytochrome complex assembly; F:heme binding","","",NA,NA,NA
"1197","NIS_RS06420",785.776647650672,-1.35143739926462,0.43643502630209,-3.09653744044179,0.00195795134505662,0.0117536412562339,961,"  inositol monophosphatase family protein","  WP_012082571.1"," transl_table 11"," ","NIS_1199","inositol monophosphatase family protein","P:GO:0046854","P:phosphatidylinositol phosphorylation","","",NA,NA,NA
"1198","NIS_RS06425",2665.4003026281,-1.23744655001004,0.391851718564345,-3.15794595604623,0.00158885010453578,0.0100559490641705,962,"  glutamate synthase subunit beta","  WP_012082572.1"," transl_table 11"," ","NIS_1200","glutamate synthase small subunit","F:GO:0004355; P:GO:0006537; F:GO:0051536; P:GO:0055114","F:glutamate synthase (NADPH) activity; P:glutamate biosynthetic process; F:iron-sulfur cluster binding; P:oxidation-reduction process","EC:1.4.1.13","Glutamate synthase (NADPH)",NA,NA,NA
"1216","NIS_RS06515",211.047878141857,-1.347428446499,0.408418785270911,-3.29913435692051,0.000969834807809961,0.00686158126525548,976,"  TonB C-terminal domain-containing protein","  WP_012082588.1"," transl_table 11"," ","NIS_1216","TonB C terminal","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1217","NIS_RS06520",316.108663645735,-1.01975191145461,0.349920092345103,-2.91424223347798,0.00356553124646569,0.0184299169213509,977,"  biopolymer transporter ExbD","  WP_012082589.1"," transl_table 11"," ","NIS_1217","biopolymer transporter ExbD","C:GO:0005886; P:GO:0015031; C:GO:0016021; F:GO:0022857; P:GO:0051301; P:GO:0055085","C:plasma membrane; P:protein transport; C:integral component of membrane; F:transmembrane transporter activity; P:cell division; P:transmembrane transport","","",NA,NA,NA
"1287","NIS_RS06925",53.9870425272296,-1.65450295450388,0.561224489453863,-2.94802344800368,0.00319812805976836,0.0168497119319179,1040,"  hypothetical protein","  WP_012082661.1"," transl_table 11"," ","NIS_1290","hypothetical protein","","","","",NA,NA,NA
"1314","NIS_RS07065",305.725851521499,-1.93812367436847,0.386032707657714,-5.02062036693263,5.15048640782259e-07,2.0006105046856e-05,1064,"  Gfo/Idh/MocA family oxidoreductase","  WP_012082687.1"," transl_table 11"," ","NIS_1316","Gfo/Idh/MocA family oxidoreductase","F:GO:0016491; P:GO:0055114","F:oxidoreductase activity; P:oxidation-reduction process","","",NA,NA,NA
"1315","NIS_RS07070",70.3981069638572,-2.00492239628478,0.512507125544297,-3.91198930972032,9.15389648376339e-05,0.00114049490153052,1065,"  AEC family transporter","  WP_012082688.1"," transl_table 11"," ","NIS_1317","transporter","C:GO:0016021; P:GO:0055085","C:integral component of membrane; P:transmembrane transport","","",NA,NA,NA
"1354","NIS_RS07270",351.081999578545,-1.49846166310572,0.372589596295883,-4.02174853512483,5.7767711485593e-05,0.000794707197589998,1097,"  prepilin-type N-terminal cleavage/methylation domain-containing protein","  WP_012082724.1"," transl_table 11"," ","NIS_1353","prepilin-type N-terminal cleavage/methylation domain-containing protein","C:GO:0016020; C:GO:0016021","C:membrane; C:integral component of membrane","","",NA,NA,NA
"1355","NIS_RS07275",157.162836697787,-1.80064015383797,0.528161386943548,-3.40926125678785,0.000651390652528177,0.0051618866993175,1098,"  hypothetical protein","  WP_012082725.1"," transl_table 11"," ","NIS_1354","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1371","NIS_RS07355",513.121615077294,-1.24542584577014,0.39469071974934,-3.15544750218875,0.00160252102826271,0.0101101724744854,1828,"  tryptophan--tRNA ligase","  WP_012082741.1"," transl_table 11","  trpS","NIS_1370","tryptophan--tRNA ligase","F:GO:0004830; F:GO:0005524; P:GO:0006436","F:tryptophan-tRNA ligase activity; F:ATP binding; P:tryptophanyl-tRNA aminoacylation","EC:6.1.1.2","Tryptophan--tRNA ligase",NA,NA,NA
"1394","NIS_RS07470",271.866435373281,-1.71514207682402,0.438421037333924,-3.91208890717002,9.15012114391364e-05,0.00114049490153052,1132,"  glycosyl transferase","  WP_012082764.1"," transl_table 11"," ","NIS_1394","glycosyl transferase","F:GO:0016740","F:transferase activity","","",NA,NA,NA
"1396","NIS_RS07485",377.18524872563,-1.61082004916541,0.399262853317718,-4.03448514125501,5.47221526009116e-05,0.000774318459302899,1135,"  ABC transporter ATP-binding protein","  WP_012082767.1"," transl_table 11"," ","NIS_1397","ABC transporter ATP-binding protein","F:GO:0005524; F:GO:0016887","F:ATP binding; F:ATPase activity","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase",NA,NA,NA
"1397","NIS_RS07490",1731.67397504459,-1.22880620281612,0.335759036276513,-3.65978594781329,0.000252426019966649,0.00271769535627137,1136,"  zinc-dependent metalloprotease","  WP_012082768.1"," transl_table 11"," ","NIS_1398","VWA domain-containing protein","F:GO:0005509; P:GO:0006508; F:GO:0008237","F:calcium ion binding; P:proteolysis; F:metallopeptidase activity","","",NA,NA,NA
"1400","NIS_RS07505",553.624720882088,-1.01202707331598,0.338077491561801,-2.99347663945555,0.00275818622789998,0.0150938312637289,1139,"  TolC family protein","  WP_012082771.1"," transl_table 11"," ","NIS_1401","TolC family protein","F:GO:0015562; P:GO:0055085","F:efflux transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"1401","NIS_RS07510",1099.4615307434,-1.17894216184196,0.337567471002181,-3.49246376833016,0.000478586517738532,0.00427063014252266,1140,"  HlyD family type I secretion periplasmic adaptor subunit","  WP_012082772.1"," transl_table 11"," ","NIS_1402","HlyD family type I secretion periplasmic adaptor subunit","C:GO:0005886; P:GO:0015031; C:GO:0016020; C:GO:0016021","C:plasma membrane; P:protein transport; C:membrane; C:integral component of membrane","","",NA,NA,NA
"1407","NIS_RS07540",2584.46415717883,-1.301446595932,0.331468229477758,-3.92630870832622,8.62594337138257e-05,0.00110245121411025,1832,"  CDP-diacylglycerol--serine O-phosphatidyltransferase","  WP_012082778.1"," transl_table 11","  pssA","NIS_1408","CDP-diacylglycerol--serine O-phosphatidyltransferase","F:GO:0003882; P:GO:0008654; C:GO:0016021","F:CDP-diacylglycerol-serine O-phosphatidyltransferase activity; P:phospholipid biosynthetic process; C:integral component of membrane","EC:2.7.8.8","CDP-diacylglycerol--serine O-phosphatidyltransferase",NA,NA,NA
"1420","NIS_RS07605",305.287461513606,-1.26761317953059,0.350604525130591,-3.61550718450777,0.000299760160803822,0.00306095298222871,1155,"  hypothetical protein","  WP_012082791.1"," transl_table 11"," ","NIS_1421","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1473","NIS_RS07870",242.016530382903,-1.50748438662082,0.425303272397977,-3.54449279950565,0.00039336924909725,0.00367577586066817,1851,"  tRNA pseudouridine(55) synthase TruB","  WP_012082844.1"," transl_table 11","  truB","NIS_1474","tRNA pseudouridine(55) synthase TruB","F:GO:0003723; C:GO:0016020; P:GO:0031119; F:GO:0106029","F:RNA binding; C:membrane; P:tRNA pseudouridine synthesis; F:tRNA pseudouridine synthase activity","EC:5.4.99.12; EC:5.4.99.45; EC:5.4.99.26; EC:5.4.99.25; EC:5.4.99.28; EC:5.4.99.27; EC:5.4.99.42; EC:5.4.99.44","tRNA pseudouridine(38-40) synthase; tRNA pseudouridine(38/39) synthase; tRNA pseudouridine(65) synthase; tRNA pseudouridine(55) synthase; tRNA pseudouridine(32) synthase; tRNA pseudouridine(13) synthase; tRNA pseudouridine(31) synthase; Mitochondrial tRNA pseudouridine(27/28) synthase",NA,NA,NA
"1477","NIS_RS07890",968.025506364065,-1.46453099962742,0.350876709377715,-4.17391910174029,2.99404108386443e-05,0.000467023258829562,1853,"  30S ribosomal protein S12 methylthiotransferase RimO","  WP_012082848.1"," transl_table 11","  rimO","NIS_1478","30S ribosomal protein S12 methylthiotransferase RimO","C:GO:0005737; P:GO:0006400; P:GO:0018339; F:GO:0046872; F:GO:0051539; F:GO:0103039","C:cytoplasm; P:tRNA modification; P:peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; F:protein methylthiotransferase activity","EC:2.8.4.4","[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase",NA,NA,NA
"1478","NIS_RS07895",284.217233638702,-1.65450134697076,0.412970057151126,-4.00634699373687,6.16650393463156e-05,0.00082539488476386,1854,"  tRNA lysidine(34) synthetase TilS","  WP_012082849.1"," transl_table 11","  tilS","NIS_1479","tRNA lysidine(34) synthetase TilS","F:GO:0005524; C:GO:0005737; P:GO:0006400; F:GO:0016879","F:ATP binding; C:cytoplasm; P:tRNA modification; F:ligase activity, forming carbon-nitrogen bonds","","",NA,NA,NA
"1550","NIS_RS08260",240.188185925164,-2.13216667475606,0.463800118858711,-4.59716715899676,4.28274015085107e-06,0.000108770618446615,1243,"  YraN family protein","  WP_012082921.1"," transl_table 11"," ","NIS_1551","YraN family protein","F:GO:0003676; F:GO:0004518; P:GO:0090305","F:nucleic acid binding; F:nuclease activity; P:nucleic acid phosphodiester bond hydrolysis","","",NA,NA,NA
"1551","NIS_RS08265",3050.14528768932,-1.32392779015752,0.271637718653054,-4.87387317461789,1.09431257242623e-06,3.61305534329394e-05,1244,"  molybdopterin-dependent oxidoreductase","  WP_197524275.1"," transl_table 11"," ","NIS_1552","formate dehydrogenase","F:GO:0016491; F:GO:0043546; F:GO:0046872; F:GO:0051539; P:GO:0055114","F:oxidoreductase activity; F:molybdopterin cofactor binding; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process","","",NA,NA,NA
"1570","NIS_RS08365",153.259530084245,-1.83087745621875,0.531601364651115,-3.4440796769217,0.000573006813706234,0.00476943906702541,1259,"  type II secretion system protein","  WP_012082941.1"," transl_table 11"," ","NIS_1571","type II secretion system protein","","","","",NA,NA,NA
"1571","NIS_RS08370",125.21879217061,-1.77157523089694,0.560722561489233,-3.15945059565961,0.0015806689704343,0.0100559490641705,1260,"  hypothetical protein","  WP_012082942.1"," transl_table 11"," ","NIS_1572","type II secretion system protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1582","NIS_RS08425",8845.96998731149,-1.05349248163006,0.353070972420634,-2.98379805739162,0.00284694601458155,0.0154092897674482,1270,"  cytochrome c1","  WP_012082953.1"," transl_table 11"," ","NIS_1583","cytochrome c1","F:GO:0008121; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872","F:ubiquinol-cytochrome-c reductase activity; C:integral component of membrane; F:heme binding; P:electron transport chain; F:metal ion binding","EC:1.10.2; EC:1.10.2.2","Acting on diphenols and related substances as donors; Quinol--cytochrome-c reductase",NA,NA,NA
"1596","NIS_RS08495",373.074644965776,-1.18566350755619,0.400217318088489,-2.96254923005116,0.00305103015464583,0.0163353803685227,1281,"  cupin domain-containing protein","  WP_012082965.1"," transl_table 11"," ","NIS_1596","cupin domain-containing protein","","","","",NA,NA,NA
"1598","NIS_RS08505",615.124722286646,-1.56910662897868,0.360424185196002,-4.35349982999999,1.33981199385913e-05,0.000260212505866171,1282,"  GGDEF domain-containing protein","  WP_012082967.1"," transl_table 11"," ","NIS_1598","diguanylate cyclase","C:GO:0016020; C:GO:0016021","C:membrane; C:integral component of membrane","","",NA,NA,NA
"1599","NIS_RS08510",715.649116003364,-2.03415538498468,0.380423904072345,-5.34707562592556,8.93866745392731e-08,4.91875006284166e-06,1283,"  hypothetical protein","  WP_012082968.1"," transl_table 11"," ","NIS_1599","tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC","P:GO:0008152; F:GO:0016740","P:metabolic process; F:transferase activity","","",NA,NA,NA
"1600","NIS_RS08520",2189.4441638846,-1.63217756460009,0.312822548959562,-5.21758284378368,1.81273154328e-07,8.16141178917656e-06,1889,"  S-ribosylhomocysteine lyase","  WP_012082970.1"," transl_table 11","  luxS","NIS_1601","S-ribosylhomocysteine lyase","F:GO:0005506; P:GO:0009372; F:GO:0043768","F:iron ion binding; P:quorum sensing; F:S-ribosylhomocysteine lyase activity","EC:4.4.1.21","S-ribosylhomocysteine lyase",NA,NA,NA
"1601","NIS_RS08525",2302.60949940798,-1.38651866993558,0.323772265103909,-4.2823886397144,1.8489767343868e-05,0.000339150269520393,1285,"  hypothetical protein","  WP_041354068.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","NIS_RS08760",251.785498769521,-1.16182783719621,0.410438604350042,-2.83069824544416,0.00464465175635943,0.0226626973629262,1899,"  asparagine synthase (glutamine-hydrolyzing)","  WP_012083017.1"," transl_table 11","  asnB","NIS_1648","asparagine synthase (glutamine-hydrolyzing)","F:GO:0004066; F:GO:0005524; P:GO:0006529; P:GO:0006541","F:asparagine synthase (glutamine-hydrolyzing) activity; F:ATP binding; P:asparagine biosynthetic process; P:glutamine metabolic process","EC:6.3.5.4","Asparagine synthase (glutamine-hydrolyzing)",NA,NA,NA
"1648","NIS_RS08765",105.995156968882,-1.17822404643171,0.471613533474457,-2.49828294313679,0.0124796541802986,0.048097655508116,1323,"  hypothetical protein","  WP_041354070.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","NIS_RS08785",261.66858495993,-1.96428829258989,0.481249338788535,-4.08164361853392,4.47183309051165e-05,0.000651375099434086,1326,"  metallophosphoesterase family protein","  WP_012083021.1"," transl_table 11"," ","NIS_1652","YfcE family phosphodiesterase","F:GO:0016787; F:GO:0046872","F:hydrolase activity; F:metal ion binding","","",NA,NA,NA
"1653","NIS_RS08790",282.187245171569,-1.73762186872614,0.50207808257354,-3.46085983243778,0.000538453090843653,0.00453904499132458,1327,"  biotin synthase","  WP_012083022.1"," transl_table 11"," ","NIS_1653","biotin synthase","F:GO:0004076; F:GO:0005506; P:GO:0009102; F:GO:0051537; F:GO:0051539","F:biotin synthase activity; F:iron ion binding; P:biotin biosynthetic process; F:2 iron, 2 sulfur cluster binding; F:4 iron, 4 sulfur cluster binding","EC:2.8.1.6","Biotin synthase",NA,NA,NA
"1672","NIS_RS08890",119.532115715398,-1.25357387758924,0.395824903747319,-3.16699092381888,0.00154025125548834,0.00987455578356765,1341,"  ABC transporter permease","  WP_012083042.1"," transl_table 11"," ","NIS_1673","ABC transporter permease","C:GO:0005886; C:GO:0016021","C:plasma membrane; C:integral component of membrane","","",NA,NA,NA
"1710","NIS_RS09110",179.028309994194,-1.18800341876424,0.378374860426336,-3.13975251269508,0.00169090617791047,0.0104523262722483,1376,"  BON domain-containing protein","  WP_012083080.1"," transl_table 11"," ","NIS_1711","BON domain-containing protein","","","","",NA,NA,NA
"1718","NIS_RS09150",751.706730210057,-1.4217343434143,0.468636714423132,-3.03376645418058,0.00241521322457452,0.0136701068510918,1384,"  patatin-like phospholipase family protein","  WP_012083087.1"," transl_table 11"," ","NIS_1718","patatin","P:GO:0016042; F:GO:0016787","P:lipid catabolic process; F:hydrolase activity","","",NA,NA,NA
"1730","NIS_RS09210",160.726242888165,-1.07520553344476,0.406895069677847,-2.6424639018016,0.00823052383276432,0.0349136353591137,1396,"  DedA family protein","  WP_012083099.1"," transl_table 11"," ","NIS_1730","DedA family protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1741","NIS_RS09270",249.102546823788,-1.25750640822883,0.350447816189227,-3.58828433260898,0.000332861172579878,0.00325231105176839,1409,"  TrkH family potassium uptake protein","  WP_012083109.1"," transl_table 11"," ","NIS_1741","potassium transporter","C:GO:0005886; F:GO:0015379; C:GO:0016021; F:GO:0046872; P:GO:0071805","C:plasma membrane; F:potassium:chloride symporter activity; C:integral component of membrane; F:metal ion binding; P:potassium ion transmembrane transport","","",NA,NA,NA
"1758","NIS_RS09355",1026.76995900457,-1.4196302901372,0.301342604127441,-4.71101752852982,2.4648303285565e-06,6.87722377587385e-05,1423,"  EAL domain-containing protein","  WP_012083126.1"," transl_table 11"," ","NIS_1758","EAL domain-containing protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1809","NIS_RS09625",152.512474341153,-2.16739699740309,0.740454899779756,-2.92711547732045,0.00342121825811222,0.0178353509718956,1469,"  hypothetical protein","  WP_041354083.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","NIS_RS09645",3150.68155300421,-1.40149977112848,0.353638282689923,-3.96308838643848,7.39863740568675e-05,0.000957954294161141,1473,"  4Fe-4S binding protein","  WP_012083182.1"," transl_table 11"," ","NIS_1814","ferredoxin-like protein","","","","",NA,NA,NA
"1816","NIS_RS09660",2567.20605507359,-1.2211219218319,0.337491229631663,-3.61823305205481,0.00029662123800333,0.00304459415795128,1476,"  c-type cytochrome","  WP_012083185.1"," transl_table 11"," ","NIS_1817","c-type cytochrome","F:GO:0009055; F:GO:0020037; P:GO:0022900; C:GO:0042597; F:GO:0046872","F:electron transfer activity; F:heme binding; P:electron transport chain; C:periplasmic space; F:metal ion binding","","",NA,NA,NA
